N;CODIGO;CICLO;CURSO;ESP;HT;HP;TH;CRD;REQUE
67;ELE237;X;PROCESAMIENTO DIGITAL DE SEÑALES E IMÁGENES;0;4;2;6;5;ELE236
68;ELE321;X;PRÁCTICA PREPROFESIONAL;0;0;4;4;2;ELE312
69;ELE322;X;GESTIÓN DE EMPRESAS ELECTRÓNICAS;0;2;2;4;3;ELE313
70;ELE323;X;COMUNICACIONES ÓPTICAS;0;2;2;4;3;ELE235
71;ELE324;X;AUTOMATIZACIÓN INDUSTRIAL;0;2;2;4;3;ELE314
72;ELE325;X;REGULACIÓN Y LEGISLACIÓN DE TELECOMUNICACIONES;0;2;2;4;3;ELE316
73;ELE326;X;COMUNICACIONES INALÁMBRICAS;0;2;2;4;3;ELE315
74;ELE327;X;REDES DEFINIDAS POR SOFTWARE;0;2;2;4;3;ELE317
75;ELE328;X;CONTROL INTELIGENTE;0;2;2;4;3;ELE319
76;ELE329;X;REDES INDUSTRIALES;0;2;2;4;3;ELE320
77;ELE330;X;ROBÓTICA INDUSTRIAL;0;2;2;4;3;ELE318
