N;CICLO;CODIGO;CURSO;ESP;HT;HP;TH;CRD;REQUE
34;VI;EIN212;EVALUACIÓN DE LOS APRENDIZAJES;00;2.0;2.0;4.0;3.0;NINGUNO
35;VI;EIN309;EDUCACIÓN MUSICAL INFANTIL;00;3.0;2.0;5.0;4.0;NINGUNO
36;VI;EIN310;DIDÁCTICA DE LA LITERATURA INFANTIL;00;2.0;2.0;4.0;3.0;NINGUNO
37;VI;EIN311;"ESTRATEGIAS PARA LA MATEMÁTICA EN EDUCACIÓN
INFANTIL";00;3.0;2.0;5.0;4.0;NINGUNO
38;VI;EIN312;"ORIENTACIÓN A FAMILIAS CON NIÑOS MENORES DE 36
MESES";00;3.0;2.0;5.0;4.0;EIN 307
39;VI;EIN313;"PRÁCTICA DE PLANIFICACIÓN DE ACTIVIDADES SIMULADAS I
Y II CICLO";00;3.0;4.0;7.0;5.0;NINGUNO
40;VII;EIN213;PLANIFICACIÓN DE LA GESTIÓN EDUCATIVA;00;3.0;2.0;5.0;4.0;NINGUNO
41;VII;EIN217;METODOLOGÍA DE LA INVESTIGACIÓN EDUCATIVA;00;3.0;2.0;5.0;4.0;NINGUNO
42;VII;EIN314;ESTRATEGIAS CON SOFTWARE INFANTIL;00;2.0;2.0;4.0;3.0;NINGUNO
43;VII;EIN315;DESARROLLO PERSONAL Y SOCIAL DEL NIÑO;00;3.0;2.0;5.0;4.0;NINGUNO
44;VII;EIN316;PRÁCTICA DE ACTIVIDADES ESPECÍFICAS;00;3.0;4.0;7.0;5.0;EIN 313
45;VII;HUM214;IDIOMA QUECHUA ;00;2.0;2.0;4.0;3.0;NINGUNO
46;VII;HUM215;IDIOMA AIMARA ;00;2.0;2.0;4.0;3.0;NINGUNO
47;VII;HUM216;IDIOMA INGLÉS ;00;2.0;2.0;4.0;3.0;NINGUNO
48;VIII;DER218;LEGISLACIÓN EDUCATIVA;00;2.0;2.0;4.0;3.0;NINGUNO
49;VIII;EIN219;"EDUCACIÓN INCLUSIVA Y DETECCIÓN DE NECESIDADES
EDUCATIVAS ESPECIALES";00;2.0;2.0;4.0;3.0;NINGUNO
50;VIII;EIN220;ESTRATEGIAS DE CAPACITACIÓN;00;3.0;2.0;5.0;4.0;NINGUNO
51;VIII;EIN221;"GESTIÓN Y ADMINISTRACIÓN DE INSTITUCIONES
EDUCATIVAS";00;3.0;2.0;5.0;4.0;NINGUNO
52;VIII;EIN222;FORMULACIÓN DE TRABAJOS DE INVESTIGACIÓN;00;3.0;2.0;5.0;4.0;EIN 217
53;VIII;EIN317;PRACTICA EN I CICLO Y EN ZONAS RURALES EN II CICLO;00;3.0;4.0;7.0;5.0;EIN 316
54;IX;EIN223;"ESTRATEGIAS ESPECÍFICAS DE INTERVENCIÓN PARA NIÑOS
CON NECESIDADES ESPECIALES";00;3.0;2.0;5.0;4.0;NINGUNO
55;IX;EIN224;"ESTRATEGIAS DE TRABAJO CON PADRES DE FAMILIA Y
COMUNIDAD";00;3.0;2.0;5.0;4.0;NINGUNO
56;IX;EIN225;TÉCNICAS DE RECOLECCIÓN DE DATOS EN INVESTIGACIÓN;00;4.0;2.0;6.0;5.0;EIN 222
57;IX;EIN318;"COMPORTAMIENTO ORGANIZACIONAL Y CONVIVENCIA
ESCOLAR";00;2.0;2.0;4.0;3.0;NINGUNO
58;IX;EIN319;PRACTICA INTENSIVA Y SEMINARIO DE ACTUALIZACIÓN;00;2.0;8.0;10.0;6.0;EIN 317
59;X;EIN227;REDACCIÓN DEL INFORME DE INVESTIGACIÓN;00;4.0;2.0;6.0;5.0;EIN 225
60;X;EIN320;"POLÍTICAS PÚBLICAS Y PROGRAMAS DE ATENCIÓN A LA
PRIMERA INFANCIA";00;2.0;2.0;4.0;3.0;NINGUNO
61;X;EIN321;DISEÑO DE PROYECTOS EDUCATIVOS;00;3.0;2.0;5.0;4.0;NINGUNO
62;X;EIN322;PRACTICA INTENSIVA Y DE PROYECTOS EDUCATIVOS;00;2.0;8.0;10.0;6.0;EIN 319
63;X;ENF226;SALUD Y PREVENCIÓN DE EMERGENCIAS EN LA INFANCIA;00;3.0;2.0;5.0;4.0;NINGUNO
