N;CICLO;CODIGO;CURSO;ESP;HT;HP;TH;CRD;REQUE
22;IV;EFI306;PEDAGOGÍA DEL FUTBOL;00;3.0;2.0;5.0;4.0;NINGUNO
23;IV;EFI307;DIDÁCTICA DE LA EDUCACIÓN FÍSICA;00;3.0;2.0;5.0;4.0;NINGUNO
24;IV;EFI308;PLANIFICACIÓN CURRICULAR EN EDUCACIÓN FÍSICA;00;3.0;4.0;7.0;5.0;NINGUNO
25;IV;EG107;EPISTEMOLOGÍA;00;2.0;2.0;4.0;3.0;NINGUNO
26;IV;EG114;ESTRATEGIAS DE APRENDIZAJE;00;2.0;2.0;4.0;3.0;NINGUNO
27;IV;MED208;ANATOMÍA;00;3.0;2.0;5.0;4.0;NINGUNO
28;V;EFI209;ESTRATEGIAS METODOLÓGICAS EN EDUCACIÓN FÍSICA;00;3.0;2.0;5.0;4.0;NINGUNO
29;V;EFI309;PEDAGOGÍA DEL VÓLEIBOL;00;3.0;2.0;5.0;4.0;NINGUNO
30;V;EFI312;PRÁCTICA PREPROFESIONAL EN EDUCACIÓN INICIAL;00;3.0;2.0;5.0;4.0;EFI203
31;V;EFI313;GIMNASIA AERÓBICA PARA LA SALUD;00;3.0;2.0;5.0;4.0;NINGUNO
32;V;MED310;FISIOLOGÍA DEL ESFUERZO FÍSICO;00;3.0;2.0;5.0;4.0;MED208
33;V;NUT311;NUTRICIÓN DE LA ACTIVIDAD FÍSICA Y DEPORTES;00;3.0;2.0;5.0;4.0;NINGUNO
34;VI;EFI210;BIOMECÁNICA DEL DEPORTE;00;3.0;2.0;5.0;4.0;NINGUNO
35;VI;EFI314;PEDAGOGÍA DEL BÁSQUETBOL;00;3.0;2.0;5.0;4.0;NINGUNO
36;VI;EFI315;ACTIVIDAD FÍSICA PARA EL ADULTO;00;3.0;2.0;5.0;4.0;NINGUNO
37;VI;EFI316;NATACIÓN PARA LA FORMACIÓN DEPORTIVA ;00;3.0;2.0;5.0;4.0;EFI304
38;VI;EFI317;FUTBOL PARA LA FORMACIÓN DEPORTIVA ;00;3.0;2.0;5.0;4.0;EFI306
39;VI;EFI318;"INNOVACIÓN Y EMPRENDIMIENTO EN ORGANIZACIONES
DEPORTIVAS";00;3.0;2.0;5.0;4.0;NINGUNO
40;VI;EFI319;"PRÁCTICA PREPROFESIONAL EN EDUCACIÓN PRIMARIA
RURAL";00;3.0;2.0;5.0;4.0;EFI312
41;VII;EFI211;TEORÍA DEL ENTRENAMIENTO DEPORTIVO;00;3.0;2.0;5.0;4.0;NINGUNO
42;VII;EFI212;METODOLOGÍA DE LA INVESTIGACIÓN CIENTÍFICA;00;3.0;2.0;5.0;4.0;NINGUNO
43;VII;EFI320;PEDAGOGÍA DE LA GIMNASIA RÍTMICA Y FOLCLÓRICA;00;3.0;2.0;5.0;4.0;NINGUNO
44;VII;EFI321;EVALUACIÓN FORMATIVA;00;3.0;2.0;5.0;4.0;NINGUNO
45;VII;EFI322;PRÁCTICA PREPROFESIONAL EN EDUCACIÓN PRIMARIA;00;3.0;2.0;5.0;4.0;EFI319
46;VII;EFI323;ACTIVIDAD FÍSICA PARA LA SALUD DEL ADULTO MAYOR;00;3.0;2.0;5.0;4.0;EFI315
47;VIII;EFI213;PLANIFICACIÓN DEL ENTRENAMIENTO DEPORTIVO;00;3.0;2.0;5.0;4.0;NINGUNO
48;VIII;EFI214;CINEANTROPOMETRÍA;00;3.0;2.0;5.0;4.0;NINGUNO
49;VIII;EFI215;FORMULACIÓN DE PROYECTOS DE INVESTIGACIÓN;00;3.0;2.0;5.0;4.0;EFI212
50;VIII;EFI324;VOLEIBOL PARA LA FORMACIÓN DEPORTIVA ;00;3.0;2.0;5.0;4.0;EFI309
51;VIII;EFI325;BASQUETBOL PARA LA FORMACIÓN DEPORTIVA ;00;3.0;2.0;5.0;4.0;EFI314
52;VIII;EFI326;PRÁCTICA PREPROFESIONAL EN PROMOCIÓN DE LA SALUD;00;3.0;2.0;5.0;4.0;EFI323
53;VIII;EFI327;PEDAGOGÍA DEL TAE KWONDO;00;3.0;2.0;5.0;4.0;NINGUNO
54;IX;EFI217;GESTIÓN DEPORTIVA;00;3.0;2.0;5.0;4.0;EFI213
55;IX;EFI218;ESTADÍSTICA APLICADA A LA INVESTIGACIÓN;00;3.0;2.0;5.0;4.0;EFI215
56;IX;EFI328;PEDAGOGÍA DEL HANDBALL;00;3.0;2.0;5.0;4.0;NINGUNO
57;IX;EFI329;RECREACIÓN Y DEPORTES DE SALÓN;00;3.0;2.0;5.0;4.0;NINGUNO
58;IX;EFI330;PRÁCTICA EN EL NIVEL SECUNDARIO RURAL;00;3.0;2.0;5.0;4.0;EFI322
59;IX;MED216;MEDICINA DEPORTIVA;00;3.0;2.0;5.0;4.0;NINGUNO
60;X;DER219;LEGISLACIÓN EDUCATIVA;00;3.0;2.0;5.0;4.0;NINGUNO
61;X;EFI221;TALLER DE ENTRENAMIENTO DEPORTIVO;00;3.0;2.0;5.0;4.0;NINGUNO
62;X;EFI331;PROYECTOS DE ORGANIZACIÓN DEPORTIVA;00;3.0;2.0;5.0;4.0;EFI217
63;X;EFI332;PRÁCTICA PREPROFESIONAL EN EDUCACIÓN SECUNDARIA;00;2.0;4.0;6.0;4.0;EFI330
64;X;EFI333;REDACCIÓN DEL INFORME DE INVESTIGACIÓN;00;3.0;2.0;5.0;4.0;EFI218
65;X;HUM220;INGLÉS;00;2.0;2.0;4.0;3.0;NINGUNO
