N;CICLO;CODIGO;CURSO;ESP;HT;HP;TH;CRD;REQUE
23;III;EG120;GEOHISTORIA REGIONAL;38;2;2;4;3;NINGUNO
24;III;HUM210;PSICOLOGÍA EVOLUTIVA;38;2;2;4;3;NINGUNO
25;IV;CCSS215;FILOSOFÍA DE LA EDUCACIÓN;38;3;2;5;4;NINGUNO
26;IV;CCSS216;HISTORIA DE LAS SOCIEDADES ANTIGUAS DEL PERÚ;38;4;2;6;5;NINGUNO
27;IV;CCSS217;EDUCACIÓN INTERCULTURAL;38;3;2;5;4;NINGUNO
28;IV;CCSS219;"TALLER DE FORMACION DE LA PERSONALIDAD E
IDENTIDAD";38;3;2;5;4;NINGUNO
29;IV;EG119;SEGURIDAD Y DEFENSA NACIONAL;38;2;2;4;3;NINGUNO
30;IV;HUM218;PSICOLOGÍA DEL APRENDIZAJE;38;3;2;5;4;NINGUNO
31;V;CCSS220;HISTORIA DE LA SOCIEDAD INCA;38;2;2;4;3;NINGUNO
32;V;CCSS221;FILOSOFÍA DE LA HISTORIA;38;2;2;4;3;NINGUNO
33;V;CCSS222;DIDÁCTICA DE LA HISTORIA;38;3;2;5;4;NINGUNO
34;V;CCSS223;FORMACION CIUDADANA Y CIVICA;38;3;2;5;4;NINGUNO
35;V;CCSS224;PRÁCTICA DE DIAGNÓSTICO EDUCATIVO;38;2;2;4;3;NINGUNO
36;V;CCSS301;PRODUCCIÓN EDITORIAL Y MEDIOS DIGITALES;38;2;2;4;3;NINGUNO
37;V;CCSS302;EDUCACIÓN PARA LA INCLUSIÓN;38;2;2;4;3;NINGUNO
38;VI;CCSS225;GEOGRAFÍA FÍSICA;38;3;2;5;4;NINGUNO
39;VI;CCSS226;HISTORIA DE LA COLONIA;38;3;2;5;4;NINGUNO
40;VI;CCSS227;DIDÁCTICA DE LA GEOGRAFÍA Y LA ECONOMÍA;38;3;2;5;4;NINGUNO
41;VI;CCSS228;TALLER DE EJERCICIO CIUDADANO Y CULTURA CÍVICA;38;2;2;4;3;NINGUNO
42;VI;CCSS229;PRACTICA DE PLANIFICACIÓN CURRICULAR;38;0;6;6;3;NINGUNO
43;VI;CCSS303;EVALUACIÓN DEL APRENDIZAJE;38;3;2;5;4;NINGUNO
44;VII;CCSS230;GEOGRAFÍA DEL PERÚ;38;3;2;5;4;NINGUNO
45;VII;CCSS231;HISTORIA DE LA EMANCIPACIÓN PERUANA;38;3;2;5;4;NINGUNO
46;VII;CCSS232;"DIDACTICA DEL DESARROLLO DE LA PERSONALIDAD Y
FORMACION CIUDADANÍA";38;2;2;4;3;NINGUNO
47;VII;CCSS233;PRACTICA DE SESIONES DE APRENDIZAJE;38;1;4;5;3;NINGUNO
48;VII;CCSS304;GERENCIA EDUCATIVA I;38;2;2;4;3;NINGUNO
49;VII;CCSS305;"METODOLOGÍA DE INVESTIGACIÓN CUANTITATIVA Y
CUALITATIVA";38;3;2;5;4;NINGUNO
50;VIII;CCSS234;GEOGRAFÍA ECONÓMICA;38;2;2;4;3;NINGUNO
51;VIII;CCSS235;HISTORIA DE LA REPÚBLICA SIGLO XIX;38;2;2;4;3;NINGUNO
52;VIII;CCSS236;HISTORIA DE LA SOCIEDAD CONTEMPORÁNEA;38;2;2;4;3;NINGUNO
53;VIII;CCSS237;PRACTICA DE UNIDADES DIDÁCTICAS I;38;0;6;6;3;NINGUNO
54;VIII;CCSS306;GERENCIA EDUCATIVA II;38;2;2;4;3;NINGUNO
55;VIII;CCSS307;FORMACION Y DESARROLLO DEL TALENTO HUMANO;38;1;2;3;2;NINGUNO
56;VIII;CCSS308;PROYECTO DE INVESTIGACIÓN;38;3;2;5;4;NINGUNO
57;IX;CCSS238;EDUCACIÓN FINANCIERA;38;1;2;3;2;NINGUNO
58;IX;CCSS239;HISTORIA DE LA REPÚBLICA CONTEMPORÁNEA;38;2;2;4;3;NINGUNO
59;IX;CCSS240;HISTORIA REGIONAL;38;2;2;4;3;NINGUNO
60;IX;CCSS241;PRACTICA DE UNIDADES DIDÁCTICAS II;38;0;6;6;3;NINGUNO
61;IX;CCSS309;GERENCIA DE PROYECTOS DE DESARROLLO;38;2;2;4;3;NINGUNO
62;IX;CCSS310;TEORÍA Y DISEÑO CURRICULAR;38;2;2;4;3;NINGUNO
63;IX;CCSS311;EJECUCIÓN DEL PROYECTO DE INVESTIGACIÓN;38;3;2;5;4;NINGUNO
64;X;CCSS242;GEOPOLÍTICA Y DEMOGRAFÍA;38;3;2;5;4;NINGUNO
65;X;CCSS243;INVESTIGACIÓN DE HISTORIA Y GEOGRAFÍA;38;3;2;5;4;NINGUNO
66;X;CCSS312;LEGISLACIÓN EDUCATIVA;38;3;2;5;4;NINGUNO
67;X;CCSS313;PRACTICA DE INNOVACIÓN Y FORMACIÓN DOCENTE;38;0;6;6;3;NINGUNO
68;X;CCSS314;INFORME DE INVESTIGACIÓN;38;3;2;5;4;NINGUNO
69;X;CCSS315;"ACREDITACIÓN Y CERTIFICACIÓN DE INSTITUCIONES
EDUCATIVAS";38;2;4;6;4;NINGUNO
