N;CODIGO;CICLO;CURSO;ESP;HT;x;HP;TH;CRD;REQUE;A
26;4;IV;CULTURA Y ORGANIZACIÓN TERRITORIAL;0;3;0;0;3;3;Null;
27;4;IV;ANTROPOLOGÍA DE LA GESTIÓN PUBLICA;0;3;1;2;5;4;Null;
28;4;IV;MOVIMIENTOS SOCIALES Y PUEBLOS ORIGINARIOS;0;3;1;2;5;4;Null;
29;5;V;ESTADO NACIÓN Y CIUDADANÍA;0;3;1;2;5;4;Null;
30;5;V;ANTROPOLOGÍA Y GÉNERO;0;2;1;2;4;3;Null;
31;5;V;CULTURA Y GOBERNABILIDAD PARA LA INCLUSIÓN SOCIAL;0;3;1;2;5;4;Null;
32;5;V;METODOLOGÍA DE LA INVESTIGACIÓN CUALITATIVA;0;2;1;2;4;3;Null;
33;5;V;TEORÍAS ANTROPOLÓGICAS CONTEMPORÁNEAS;0;3;1;2;5;4;Null;
34;5;V;POLÍTICAS SOCIALES;0;3;0;0;3;3;Null;
;;V;ANATOMÍA HUMANA;0;2;1;2;4;3;;
;5;V;CULTURA ANDINA Y DESCOLONIZACIÓN;0;2;1;2;4;3;;
35;6;VI;ESTUDIOS AMAZÓNICOS;0;2;1;2;4;3;Null;
36;6;VI;ETNOGRAFÍA;0;3;1;2;5;4;Null;
37;6;VI;ANTROPOLOGÍA DEL PLURALISMO RELIGIOSO;0;3;0;0;3;3;Null;
38;6;VI;PROCESOS INTERCULTURALES;0;2;1;2;4;3;Null;
39;6;VI;ORGANIZACIÓN SOCIAL Y PARENTESCO;0;2;1;2;4;3;Null;
40;6;VI;FORMULACIÓN DE PROYECTOS SOCIALES Y CULTURALES;0;3;1;2;5;4;Null;
41;6;VI;GESTIÓN DEL PATRIMONIO CULTURAL;0;3;1;2;5;4;Null;
42;7;VII;DERECHO DE LOS PUEBLOS ORIGINARIOS;0;3;1;2;5;4;Null;
43;7;VII;METODOLOGÍA DE INVESTIGACIÓN CUANTITATIVA;0;2;1;2;4;3;Null;
44;7;VII;IDENTIDADES CULTURALES;0;3;1;2;5;4;Null;
45;7;VII;METODOLOGÍAS DE FACILITACIÓN EN PROGRAMAS SOCIALES;0;2;1;2;4;3;Null;
46;7;VII;TEORÍA DE CONFLICTOS SOCIALES;0;3;0;0;3;3;Null;
47;7;VII;CULTURA ORGANIZACIONAL;0;2;1;2;4;3;Null;
48;7;VII;PRACTICAS FORENSES;0;3;1;2;5;4;Null;
49;8;VIII;ANTROPOLOGÍA DE LA SALUD INTERCULTURAL;0;3;1;2;5;4;Null;
50;8;VIII;SEMINARIO DE INVESTIGACIÓN ANTROPOLÓGICA;0;3;1;2;5;4;Null;
51;8;VIII;ANTROPOLOGÍCA DE LA SEGURIDAD Y VIOLENCIA;0;2;1;2;4;3;Null;
52;8;VIII;CULTURA DE PAZ Y RELACIONES COMUNITARIAS;0;3;0;0;3;3;Null;
53;8;VIII;EVALUACIÓN DE IMPACTO DE PROGRAMAS SOCIALES;0;3;1;2;5;4;Null;
54;8;VIII;GESTIÓN DE EMPRESAS CULTURALES;0;2;1;2;4;3;Null;
;;VIII;IDIOMA NATIVO QUECHUA;0;2;1;2;4;3;Null;
55;8;VIII;IDIOMA NATIVO AIMARA;0;2;1;2;4;3;Null;
;9;IX;CONSULTORÍA Y SISTEMATIZACIÓN DE EXPERIENCIAS DE DESARROLLO;0;3;1;2;5;4;;
56;9;IX;ANTROPOLOGÍA DE LA MINERÍA Y DERECHOS HUMANOS;0;2;1;2;4;3;Null;
57;9;IX;DESCENTRALIZACIÓN Y PROMOCIÓN DEL DESARROLLO LOCAL;0;2;1;2;4;3;Null;
58;9;IX;PLANIFICACIÓN Y CONSULTORÍA EN PROYECTOS DE DESARROLLO;0;2;1;2;4;3;Null;
59;9;IX;SEMINARIO DE TESIS;0;3;1;2;5;4;Null;
60;9;IX;SEMINARIO DE PRODUCCIÓN INTELECTUAL;0;3;0;0;3;3;Null;
61;9;IX;PERITAJES ANTROPOLÓGICOS;0;3;1;2;5;4;Null;
62;10;X;PRÁCTICAS PRE-PROFESIONALES;0;15;9;18;33;24;Null;
63;10;X;TRABAJO DE INVESTIGACIÓN;0;1;1;2;3;2;Null;
