N;CODIGO;CICLO;CURSO;ESP;HT;x;HP;TH;CRD;REQUE;A
24;4;IV;GESTIÓN TRIBUTARIA I;0;3;1;2;5;4;Null;
24;4;IV;CONTABILIDAD DE COSTOS I;0;3;1;2;5;4;Null;
24;5;V;TECNOLOGÍAS DE INFORMACIÓN EMPRESARIAL;0;3;1;2;5;4;Null;
25;5;V;NORMAS INTERNACIONALES DE CONTABILIDAD E INFORMACIÓN FINANCIERA II;0;3;1;2;5;4;Null;
;5;V;MATEMÁTICA FINANCIERA;0;3;1;2;5;4;;
26;5;V;GESTIÓN GUBERNAMENTAL;0;2;1;2;4;3;Null;
;5;V;GESTIÓN TRIBUTARIA II;0;3;1;2;5;4;;
27;5;V;CONTABILIDAD DE COSTOS II;0;3;1;2;5;4;Null;
;6;VI;DESARROLLO DE SISTEMAS DE INFORMACIÓN EMPRESARIAL;0;3;1;2;5;4;;
28;6;VI;FORMULACIÓN DE ESTADOS FINANCIEROS;0;3;1;2;5;4;Null;
29;6;VI;ADMINISTRACIÓN FINANCIERA;0;3;1;2;5;4;Null;
;6;VI;GESTIÓN DE MYPES Y PYMES;0;3;1;2;5;4;;
30;6;VI;PRESUPUESTO Y FINANZAS PÚBLICAS;0;2;1;2;4;3;Null;
31;6;VI;CONTABILIDAD DE SERVICIOS;0;3;1;2;5;4;Null;
;7;VII;ANÁLISIS E INTERPRETACIÓN DE ESTADOS FINANCIEROS;0;3;1;2;5;4;;
;7;VII;FINANZAS CORPORATIVAS;0;3;1;2;5;4;;
32;7;VII;CONTRATACIONES DEL ESTADO;0;3;1;2;5;4;Null;
33;7;VII;CONTABILIDAD DE INDUSTRIAS EXTRACTIVAS;0;3;1;2;5;4;Null;
;7;VII;CONTABILIDAD GUBERNAMENTAL I;0;3;1;2;5;4;;
;;VII;PROYECTOS DE INVERSIÓN PRIVADA;0;2;1;2;4;3;;
;7;VII;TRIBUTACION SUPERIOR;0;2;1;2;4;3;;
34;8;VIII;CONTABILIDAD DE INSTITUCIONES FINANCIERAS;0;3;1;2;5;4;Null;
;8;VIII;MERCADO DE VALORES SEGUROS Y REASEGUROS;0;3;1;2;5;4;;
35;8;VIII;INVESTIGACIÓN CIENTÍFICA I;0;2;1;2;4;3;Null;
36;8;VIII;CONTABILIDAD AGROPECUARIA;0;3;1;2;5;4;Null;
;8;VIII;AUDITORÍA FINANCIERA;0;3;1;2;5;4;;
;8;VIII;CONTABILIDAD GUBERNAMENTAL II;0;3;1;2;5;4;;
37;9;IX;CONTABILIDAD DE COMERCIO INTERNACIONAL;0;3;1;2;5;4;Null;
38;9;IX;INVESTIGACIÓN CIENTÍFICA II;0;2;1;2;4;3;Null;
;9;IX;AUDITORIA TRIBUTARIA;0;3;1;2;5;4;;
39;9;IX;AUDITORÍA GUBERNAMENTAL;0;3;1;2;5;4;Null;
40;9;IX;PRÁCTICAS PRE PROFESIONALES PRIVADAS Y GABINETE;0;3;1;2;5;4;Null;
;;IX;CONTABILIDAD DE LA INDUSTRIA DE LA CONSTRUCCIÓN;0;2;1;2;4;3;;
41;9;IX;CONTABILIDAD MINERA;0;2;1;2;4;3;Null;
;10;X;CONTABILIDAD GERENCIAL;0;3;1;2;5;4;;
;10;X;TRABAJO DE INVESTIGACIÓN;0;2;1;2;4;3;;
42;10;X;PERITAJE CONTABLE, JUDICIAL Y FISCAL;0;3;1;2;5;4;Null;
;10;X;PROYECTOS DE INVERSIÓN PUBLICA;0;3;1;2;5;4;Null;
43;10;X;PRÁCTICAS PRE PROFESIONALES PUBLICAS Y GABINETE;0;3;1;2;5;4;Null;
;;X;CONTROL INTERNO Y GESTION DE RIESGOS;0;2;1;2;4;3;;
44;10;X;AUDITORIA AMBIENTAL;0;2;1;2;4;3;Null;
