N;CODIGO;CICLO;CURSO;ESP;HT;x;HP;TH;CRD;REQUE;A
;9;IX;GESTIÓN DE PROYECTOS DE COMUNICACIÓN PARA EL DESARROLLO;0;3;1;2;5;4;;
37;9;IX;INGLES;0;2;1;2;4;3;Null;
38;;IX;PRACTICAS PRE PROFESIONALES EN RELACIONES PÚBLICAS;0;2;2;4;6;4;Null;
;10;X;TRABAJO DE INVESTIGACIÓN;0;2;2;4;6;4;;
39;10;X;RELACIONES COMUNITARIAS Y RESOLUCIÓN DE CONFLICTOS;0;3;1;2;5;4;Null;
40;10;X;EVALUACIÓN Y SISTEMATIZACIÓN DE PROYECTOS;0;3;1;2;5;4;Null;
;10;X;DISCAPACIDAD E INCLUSIÓN SOCIAL;0;2;1;2;4;3;;
;10;X;ANÁLISIS DE CINE;0;2;1;2;4;3;;
41;10;X;PROTOCOLO Y ETIQUETA SOCIAL;0;2;1;2;4;3;Null;
;10;X;PRACTICAS PRE PROFESIONALES EN COMUNICACIÓN PARA EL DESARROLLO;0;2;2;4;6;4;;
